Genere,Altezza_cm,Peso_Kg,BMI,BMI_Categoria
Maschio,188.52954669825778,61.82773432002993,17.395002096835192,Underweight
Maschio,173.31645656759287,47.724983366184865,15.887888487744839,Underweight
Maschio,166.1082842999037,41.89136969232242,15.182454049724043,Underweight
Maschio,180.52373090095273,58.40459653522893,17.921667971374067,Underweight
Maschio,166.15709775977132,48.140152619415225,17.43691566726544,Underweight
Maschio,173.56095286947425,48.466951716113506,16.08946689270188,Underweight
Maschio,189.4902877314598,61.50323204463132,17.128685226659705,Underweight
Maschio,176.38234512466477,54.98048208566388,17.67251335195015,Underweight
Maschio,164.5164189275859,48.773424037764606,18.02041342414533,Underweight
Maschio,160.5787616840239,43.23540565013649,16.76730749994851,Underweight
Maschio,179.1866219970256,55.11348949267203,17.165116073586738,Underweight
Maschio,167.3889772,44.70080583223487,15.953708068949119,Underweight
Maschio,187.4501959177053,62.91527218145258,17.90541051,Underweight
Maschio,192.4174192581349,63.80264768305423,17.23256520422177,Underweight
Maschio,170.04355175063688,48.92062671470017,16.918882598304325,Underweight
Maschio,166.08173409324948,48.6483272,17.636977865926504,Underweight
Maschio,159.64972106350396,43.21217706,16.95390786631517,Underweight
Maschio,170.11000472802974,49.96894701518479,17.267938150390286,Underweight
Maschio,179.40383827945254,49.51742641775184,15.384897393016647,Underweight
Maschio,155.74187089173824,37.01491168503698,15.260400886999523,Underweight
Maschio,177.78287732764326,60.36137706186338,19.09762131595377,Normal
Maschio,186.97737848386765,84.84448762262335,24.26864329487086,Normal
Maschio,178.79959494455832,60.65561967203108,18.973086326426227,Normal
Maschio,157.9649955824881,59.77564117946289,23.955350186470973,Normal
Maschio,162.48639244774904,54.09132053641385,20.48771816,Normal
Maschio,167.89513755360903,69.51125898521423,24.659196267063713,Normal
Maschio,184.05684564607247,75.55383294423994,22.30244884321505,Normal
Maschio,164.87249974993946,51.17138023,18.82481365993699,Normal
Maschio,171.4250479448978,55.5557948,18.905179530263062,Normal
Maschio,170.0284455243045,71.03947818819233,24.57291022946885,Normal
Maschio,191.52033405220695,80.42704883277987,21.92665341659555,Normal
Maschio,178.16551909523085,64.65997411820365,20.369867844069635,Normal
Maschio,179.19515326118741,67.20230949,20.928190526012997,Normal
Maschio,163.2385988312295,51.314826411647836,19.257377657501205,Normal
Maschio,194.8526316,92.79479593890595,24.440555343741487,Normal
Maschio,161.88805727909929,58.22991056731127,22.21859027243614,Normal
Maschio,189.45606950301405,88.59669355557891,24.683143498764853,Normal
Maschio,171.08605412308552,59.872087379527756,20.45479727790897,Normal
Maschio,163.80020275239028,53.53357043859901,19.95250093201889,Normal
Maschio,150.27470895692448,47.76967396345328,21.15341482379376,Normal
Maschio,156.07790673851838,53.59600732512356,22.001362374529663,Normal
Maschio,179.11884689964117,76.25064839,23.766266979518186,Normal
Maschio,168.8597669997286,70.68285489358598,24.789154318108928,Normal
Maschio,171.64602650355553,71.60648238707162,24.304395927764286,Normal
Maschio,168.08366915294238,58.78224918762452,20.806314545252988,Normal
Maschio,181.5330321143848,79.37379054388647,24.086061863995614,Normal
Maschio,166.8851263790098,66.49748444,23.87646084110615,Normal
Maschio,177.6855662342194,63.588433016364185,20.140665736557892,Normal
Maschio,173.45312396568733,69.93487959503463,23.245001542863143,Normal
Maschio,168.25327859228872,64.63343556045794,22.831275253793738,Normal
Maschio,179.22882006281145,66.80586070099449,20.796912870594596,Normal
Maschio,162.05244038643266,61.47320835231341,23.408561638768475,Normal
Maschio,187.44530212151057,82.09903091,23.366244143817575,Normal
Maschio,163.5760498685172,62.848987210748504,23.488692954433375,Normal
Maschio,157.8559021118803,53.466908868554356,21.45672463005216,Normal
Maschio,184.13150402111592,83.82910649519985,24.72513297938341,Normal
Maschio,156.82142954309546,56.15466749712834,22.833634403006204,Normal
Maschio,164.88545486669972,58.809132717217665,21.631173532593643,Normal
Maschio,182.1005684509836,62.61686557594606,18.882901219532126,Normal
Maschio,198.52415472931338,94.57264687062154,23.99599887857402,Normal
Maschio,188.82562625358761,68.0707704,19.091444898328202,Normal
Maschio,164.28252339605712,51.55871663,19.103782655644853,Normal
Maschio,188.9801242750677,72.37280694513929,20.26483893697447,Normal
Maschio,179.67703527051964,64.75105500449591,20.056802726785023,Normal
Maschio,178.5824493353862,76.07392125985592,23.853837276120796,Normal
Maschio,181.94495328319329,64.94154524147797,19.61745163464586,Normal
Maschio,156.51068115174465,46.08719039182717,18.814482180511163,Normal
Maschio,175.4496561338861,65.90916834422133,21.41118919,Normal
Maschio,178.59635018293855,59.15445644868124,18.545660678280473,Normal
Maschio,162.20850859570396,59.863435658791445,22.751727399827278,Normal
Maschio,168.0405217876324,59.47393345271253,21.061952051888216,Normal
Maschio,169.45098416742607,71.18618952282493,24.79177121117192,Normal
Maschio,181.82517401979277,76.80865072948761,23.23282987637445,Normal
Maschio,200.28672265137675,84.1495695,20.97720287050489,Normal
Maschio,167.5678638068662,56.11079823974645,19.98319749978223,Normal
Maschio,163.98446797873237,53.546842542247596,19.912621413136776,Normal
Maschio,166.43285821660848,62.52748424006084,22.57318352,Normal
Maschio,176.76068131791297,70.06808561385351,22.42585027159975,Normal
Maschio,175.14681154181488,66.53058822,21.687869531787484,Normal
Maschio,187.61805939693886,74.70113599391732,21.221590359956032,Normal
Maschio,164.1132748958955,56.05282757656071,20.81182193786872,Normal
Maschio,172.54881480584044,65.38921510294995,21.962519656526574,Normal
Maschio,181.54281660458645,61.77615473652852,18.744019775056014,Normal
Maschio,171.71911301556784,70.94099345506282,24.058026168254877,Normal
Maschio,171.13648915149727,58.90500721347697,20.112542602763234,Normal
Maschio,173.64623070235388,65.20493900030323,21.624684092104616,Normal
Maschio,175.1989792614797,66.37765753691647,21.62513259269644,Normal
Maschio,166.0691848119947,58.56903490271992,21.23684318,Normal
Maschio,160.73421656167847,48.24144611358892,18.67255049171208,Normal
Maschio,168.6099726361652,70.35321098545687,24.746706525970772,Normal
Maschio,169.0049797,62.43127295575425,21.857635922175838,Normal
Maschio,184.53006315537215,80.66268523026969,23.68854654819214,Normal
Maschio,189.08246771722264,84.96669491817092,23.765458742225025,Normal
Maschio,178.09612602883334,73.05332282138951,23.031966971722426,Normal
Maschio,173.8485109818984,58.13560658,19.235357293149104,Normal
Maschio,185.36407275449096,79.40015796230956,23.108419361490608,Normal
Maschio,178.7920134237659,68.79438023,21.520716785956758,Normal
Maschio,175.21905130273632,64.82266369255865,21.113694042522674,Normal
Maschio,188.8064579570374,69.13897819151084,19.394976916496177,Normal
Maschio,170.1065981486371,71.74626133242735,24.794591419208395,Normal
Maschio,165.58727593806879,53.12093632,19.373665543847714,Normal
Maschio,166.11498711807832,55.36346851143214,20.063451990308884,Normal
Maschio,174.80426391460188,75.01387027022298,24.54921046145786,Normal
Maschio,189.7081645954599,78.61954080134079,21.845322385636468,Normal
Maschio,183.0851845174021,72.43858838969237,21.610438261007832,Normal
Maschio,167.76004304621424,65.54953941141882,23.291238720130064,Normal
Maschio,160.84698916939914,57.77983621999755,22.333173231241766,Normal
Maschio,177.87609047858987,64.79833220711944,20.479939857008528,Normal
Maschio,170.95697419871377,69.65842306681601,23.83416785102928,Normal
Maschio,186.03710739385906,83.03238024665262,23.990998926751878,Normal
Maschio,167.39866142781366,60.11773692691227,21.45352505295919,Normal
Maschio,188.42706239256415,82.04304682302111,23.10762044579287,Normal
Maschio,183.00946901336278,67.90888440970002,20.27586888332758,Normal
Maschio,142.67097221080442,45.45205183784464,22.329667277968632,Normal
Maschio,178.31825134210834,72.25203380612422,22.722624057265723,Normal
Maschio,196.7620404383444,74.16515762753832,19.156549622406647,Normal
Maschio,184.85709822915877,82.48627905,24.13845393193979,Normal
Maschio,162.38113089210827,60.423939820169295,22.91595262587632,Normal
Maschio,171.20221731866573,71.73271860693386,24.473637344179224,Normal
Maschio,191.45899625688585,86.61164824,23.627879531786547,Normal
Maschio,174.83866092582147,67.63537034968806,22.125797290887824,Normal
Maschio,169.3914132057269,61.06721514310044,21.28263185365397,Normal
Maschio,182.35787340218104,65.75387986144715,19.772989962688374,Normal
Maschio,183.5141173057793,65.83983511209937,19.550135704332874,Normal
Maschio,148.98819782602635,51.290517627700154,23.10645644661522,Normal
Maschio,187.65107084649458,70.66508237593426,20.06793914462017,Normal
Maschio,167.24139132326877,66.38014404289788,23.73289111283835,Normal
Maschio,166.35797451262016,68.50847477980132,24.754664850366396,Normal
Maschio,182.1631233907541,81.33518743764563,24.51080323334111,Normal
Maschio,195.7606725065165,76.72752812380811,20.021670529032257,Normal
Maschio,178.83387584223928,64.76300440237324,20.25011107219075,Normal
Maschio,167.69667286509758,64.47254929753402,22.925876602266644,Normal
Maschio,178.3606471269977,62.845355020787956,19.75491226238485,Normal
Maschio,188.37553065542167,86.79352579465152,24.458980652323664,Normal
Maschio,177.30361640333481,63.352699914839555,20.152546890129432,Normal
Maschio,182.02398209829022,66.91030096545036,20.194623517731955,Normal
Maschio,170.44001761340684,63.68671929,21.923290403060534,Normal
Maschio,178.7504235456984,76.32157054042355,23.886534142378316,Normal
Maschio,176.97115434956203,60.869763727375116,19.43554165212907,Normal
Maschio,175.86340038659168,58.872792235029486,19.035474273145308,Normal
Maschio,161.55228073445704,54.42501487433723,20.853183707824225,Normal
Maschio,175.8592875205092,68.26269978910109,22.072566909603676,Normal
Maschio,180.80290109273915,66.31578452643994,20.28645314982678,Normal
Maschio,175.7953435741571,63.94710815201508,20.69217651823271,Normal
Maschio,178.75138988994834,62.55298332904639,19.57713666285463,Normal
Maschio,178.79631813817394,72.39591431590327,22.64628219050332,Normal
Maschio,178.72576888161674,66.16719481670206,20.71420999941526,Normal
Maschio,183.1104302416844,73.92572991092207,22.04801294065846,Normal
Maschio,170.80185124155994,65.27274716570116,22.374160258267935,Normal
Maschio,176.18423477748877,70.59199291789375,22.741617664461252,Normal
Maschio,177.1404858940079,66.89579012498176,21.318818120419806,Normal
Maschio,174.20810607318387,58.12934499620242,19.153965937696107,Normal
Maschio,177.28777766467718,68.35278773601446,21.746964202540838,Normal
Maschio,174.14545198632086,64.09510441491243,21.134918901687218,Normal
Maschio,157.26999196825165,59.43584870052918,24.030164249616014,Normal
Maschio,185.7624663152141,71.10120611226775,20.604450223710472,Normal
Maschio,162.30262273788514,59.04838675864988,22.41594029106448,Normal
Maschio,168.20392998715113,59.87598756087887,21.163154975958655,Normal
Maschio,186.29366420297498,79.29975838514537,22.849447025557055,Normal
Maschio,163.5172372714811,58.28622057897388,21.799112558851927,Normal
Maschio,168.77621709706764,59.44543751,20.868730505902118,Normal
Maschio,180.28829517830067,78.77169625,24.234559685911876,Normal
Maschio,187.92761805935106,87.68869833141929,24.829181602132156,Normal
Maschio,167.49975813848684,59.13975617364539,21.079056168817353,Normal
Maschio,177.78084159283836,59.165763183608156,18.719772020159805,Normal
Maschio,184.38989809053788,76.88205866098926,22.61261326813697,Normal
Maschio,168.3690523658099,59.715024390825974,21.064884340404014,Normal
Maschio,164.1958952563521,58.39819388362667,21.660816523202126,Normal
Maschio,150.5706437,43.05379461739689,18.990256050580534,Normal
Maschio,176.01092665213196,65.37083428,21.101084120742783,Normal
Maschio,168.94210230328275,70.00686904590121,24.52815412708309,Normal
Maschio,187.04910611692333,64.84949579604805,18.535116906276233,Normal
Maschio,166.73591257031575,60.18151627470815,21.647354234865148,Normal
Maschio,180.20096692342102,75.45506028528929,23.23668316897814,Normal
Maschio,157.23180475168402,54.59023378147123,22.081783897134613,Normal
Maschio,187.45760214175954,70.60753212210996,20.09300615857414,Normal
Maschio,183.0504656193326,79.41466858820488,23.700584247227454,Normal
Maschio,178.08411978433554,72.50544838521263,22.862317649453967,Normal
Maschio,184.3822932670346,74.20287292105442,21.82640933503889,Normal
Maschio,162.8288692367826,51.37466396924925,19.37698398849726,Normal
Maschio,168.42946984472925,55.70260023912725,19.635379775345328,Normal
Maschio,185.55710396992433,70.16596226,20.378457780592246,Normal
Maschio,176.92231968453515,65.67897132,20.98268651743876,Normal
Maschio,171.99705347694137,69.06274835484085,23.345428149117552,Normal
